-12856,10,13407
-12850,-2,13389
-12850,-12,13380
-12850,-8,13383
-12850,-5,13386
-12850,1,13392
-12850,1,13392
-12850,1,13392
-12850,1,13392
-12850,1,13392
-12850,1,13392
-12850,1,13392
-12850,6,13397
-12852,9,13402
-12850,10,13400
-12850,-7,13385
-12850,7,13398
-12850,10,13402
-12851,10,13403
-12859,10,13400
-12859,10,13401
-12859,10,13405
-12857,10,13399
-12858,10,13404
-12853,10,13408
-12853,10,13408
-12853,10,13408
-12853,10,13406
-12853,10,13406
-12853,10,13406
-12857,10,13407
-12858,10,13406
-13113,5,13355
-13113,5,13355
-12858,10,13404
-1258,2010,1801
-12845,-1,13451
-12849,1,13452
-12854,19,13405
-12854,19,13405
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12856,18,13404
-12853,28,13415
-12854,28,13414
-12854,28,13414
-12854,29,13411
-12839,15,13379
-12821,9,13351
-12814,8,13336
-12804,8,13300
-12779,8,13266
-12757,0,13237
-12742,-2,13213
-12725,0,13193
-12703,2,13174
-12703,2,13174
-12697,2,13171
-12675,3,13147
-12663,7,13120
-12648,7,13097
-12642,7,13089
-12633,7,13077
-12627,10,13062
-12626,10,13047
-12603,1,13020
-12579,4,12994
-12555,2,12962
-12544,1,12935
-12532,1,12928
-12531,1,12928
-12510,1,12918
-12490,1,12906
-12475,3,12897
-12469,-7,12885
-12473,-7,12888
-12474,-7,12889
-12469,-7,12890
-12464,-7,12881
-12460,-10,12877
-12465,-2,12878
-12467,-3,12878
-12464,-5,12902
-12468,-4,12903
-12482,-7,12908
-12474,-1,12905
-12465,-5,12902
-12474,-11,12878
-12480,1,12886
-12474,2,12887
-12478,-1,12894
-12452,-6,12892
-12443,3,12885
-12471,2,12914
-12489,2,12897
-12473,2,12886
-12471,2,12891
-12473,-6,12888
-12468,-6,12881
-12467,-6,12880
-12449,1,12894
-12457,2,12885
-12457,2,12885
-12457,2,12885
-12462,2,12899
-12447,3,12882
-12424,2,12856
-12437,3,12882
-12451,2,12885
-12448,3,12885
-12454,-3,12892
-12452,3,12885
-12457,2,12887
-12445,3,12885
-12445,3,12885
-12445,3,12885
-12456,3,12884
-12462,2,12886
-12443,6,12863
-12417,1,12832
-12412,1,12821
-12425,2,12853
-12440,3,12883
-12438,2,12883
-12442,3,12882
-12435,3,12875
-12425,2,12847
-12422,2,12817
-12410,1,12787
-12381,6,12765
-12377,6,12737
-12357,2,12708
-12341,7,12681
-12322,7,12652
-12292,3,12623
-12266,1,12602
-12266,0,12602
-12254,2,12591
-12218,2,12559
-12189,2,12533
-12167,2,12513
-12163,13,12503
-12144,21,12484
-12137,-1,12475
-12131,-1,12469
-12108,2,12456
-12074,1,12450
-12066,1,12449
-12066,-2,12449
-12052,1,12425
-11999,1,12349
-11995,1,12343
-11986,2,12333
-11972,3,12296
-11993,3,12270
-11980,5,12251
-11946,10,12225
-11928,9,12190
-11895,15,12171
-11872,19,12170
-11870,-14,12170
-11870,-60,12170
-11870,-112,12170
-11871,-113,12170
-11870,-113,12164
-11867,-116,12162
-11870,-113,12166
-11854,-118,12168
-11847,-117,12169
-11840,-118,12171
-11862,-118,12166
-11868,-113,12160
-11868,-114,12160
-11873,-113,12152
-11867,-113,12164
-11866,-129,12163
-11866,-148,12163
-11866,-160,12164
-11866,-183,12164
-11866,-193,12164
-11866,-204,12164
-11866,-215,12164
-11866,-242,12164
-11865,-242,12166
-11865,-242,12172
-11856,-239,12164
-11854,-242,12169
-11853,-242,12171
-11853,-243,12171
-11853,-247,12171
-11853,-253,12171
-11853,-264,12171
-11853,-264,12171
-11853,-271,12171
-11853,-293,12171
-11853,-299,12171
-11853,-314,12171
-11853,-329,12171
-11853,-347,12171
-11853,-360,12171
-11853,-390,12171
-11853,-409,12171
-11853,-433,12171
-11853,-435,12171
-11853,-457,12171
-11852,-458,12171
-11853,-474,12171
-11853,-478,12172
-12856,13,13404
-12859,10,13404
-11860,-475,12179
-11853,-497,12171
-11853,-516,12171
-11853,-536,12171
-11853,-561,12171
-11853,-563,12170
-11853,-588,12170
-11853,-609,12170
-11853,-624,12170
-11853,-643,12170
-11853,-649,12170
-11853,-667,12170
-11853,-677,12170
-11853,-704,12170
-11853,-716,12170
-11853,-729,12170
-11853,-737,12170
-11853,-741,12170
-11853,-741,12170
-11853,-745,12170
-11853,-753,12170
-11853,-765,12170
