-4111,8,-618
-4112,9,-617
-4113,8,-619
-4117,8,-621
-4116,8,-619
-4110,8,-620
-4115,8,-619
-4113,7,-615
-4119,8,-621
-4118,3,-619
-4112,8,-617
-4108,8,-617
-4112,7,-621
-4118,3,-619
-4117,3,-618
-4113,6,-626
-4115,6,-625
-4113,6,-626
-4112,6,-625
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4115,6,-626
-4115,6,-622
-4115,6,-625
-4115,5,-622
-4115,6,-624
-4115,6,-624
-4115,6,-624
-4115,6,-625
-4114,5,-623
-4113,6,-624
-4114,6,-625
-4114,6,-626
-4114,6,-626
-4114,6,-626
-4115,6,-624
-4115,5,-621
-4115,5,-621
-4115,5,-621
-4115,4,-620
-4115,4,-620
-4115,4,-620
-4115,4,-620
-4115,4,-620
-4115,5,-622
-4113,5,-623
-4114,5,-621
-4113,5,-622
-4111,3,-621
-4113,3,-621
-4113,5,-622
-4113,5,-622
-4114,5,-622
-4115,4,-620
-4111,3,-621
-4114,5,-621
-4113,5,-623
-4112,5,-622
-4112,5,-622
-4113,5,-623
-4114,5,-621
-4111,3,-621
-4114,5,-622
-4114,5,-622
-4114,5,-622
-4113,5,-621
-4112,5,-621
-4114,5,-621
-4113,5,-622
-4111,3,-619
-4115,3,-620
-4113,5,-621
-4114,5,-622
-4115,6,-625
-4115,6,-625
-4115,3,-627
-4121,3,-625
-4113,6,-625
-4115,6,-626
-4113,5,-622
-4108,3,-621
-4118,3,-620
-4124,3,-624
-4112,3,-618
-4109,3,-620
-4113,3,-619
-4122,3,-620
-4123,3,-621
