721,2,-749
719,2,-749
719,2,-749
719,2,-749
719,2,-749
692,3,-748
692,3,-748
692,3,-748
639,24,-777
638,24,-777
638,24,-777
638,23,-777
638,23,-777
638,24,-781
630,22,-794
627,21,-799
627,21,-798
630,21,-798
629,21,-797
628,21,-799
629,21,-799
625,21,-802
88,19,951
27684,-30854,826
722,2,-747
721,2,-750
639,23,-778
630,21,-795
630,21,-795
630,21,-795
628,21,-799
626,21,-798
627,21,-801
626,21,-795
627,21,-794
634,22,-789
722,2,-747
722,2,-747
721,2,-748
639,23,-775
634,23,-787
628,21,-802
627,21,-800
625,21,-799
625,21,-799
627,22,-797
627,22,-797
627,22,-797
629,22,-796
626,22,-796
626,22,-796
626,22,-796
632,21,-799
632,21,-797
630,21,-802
629,21,-801
627,21,-801
627,21,-800
627,21,-800
627,21,-800
627,21,-799
627,21,-799
625,21,-798
630,21,-796
722,2,-746
718,2,-750
733,2,-764
733,2,-763
733,2,-763
734,2,-762
736,2,-763
733,2,-757
734,2,-758
734,2,-758
734,2,-758
734,2,-758
735,2,-758
731,2,-750
721,2,-749
721,2,-749
639,23,-778
631,22,-794
631,22,-794
639,24,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
639,23,-778
631,23,-791
631,23,-791
631,22,-797
629,22,-799
626,22,-795
628,22,-797
628,22,-797
622,22,-793
636,18,-782
636,18,-782
639,23,-780
636,23,-782
722,2,-746
721,2,-750
722,2,-749
722,2,-749
722,2,-749
637,23,-783
628,22,-797
628,22,-798
630,22,-797
623,22,-799
622,22,-802
623,22,-800
624,22,-796
624,22,-796
624,22,-796
623,22,-795
622,22,-800
622,22,-800
622,22,-800
623,22,-797
624,22,-798
627,22,-801
627,22,-800
627,22,-800
627,22,-800
624,22,-796
624,22,-797
624,22,-796
625,22,-796
632,22,-797
625,22,-797
622,22,-798
628,22,-797
625,22,-796
627,22,-794
632,22,-793
629,22,-793
623,22,-792
630,21,-795
629,21,-794
626,21,-794
630,21,-798
629,21,-798
627,21,-799
628,21,-799
631,21,-801
629,22,-791
634,22,-788
640,23,-780
640,23,-780
640,24,-780
641,24,-780
642,24,-782
639,24,-777
637,24,-782
637,24,-782
637,24,-782
637,24,-782
637,24,-782
633,23,-789
630,23,-791
633,21,-803
631,22,-795
631,22,-795
631,22,-795
635,21,-795
632,23,-791
635,23,-784
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-783
637,23,-785
631,22,-797
634,21,-795
635,21,-795
633,21,-796
632,21,-796
632,22,-794
631,22,-793
643,24,-781
643,24,-782
643,24,-782
641,24,-782
641,24,-782
639,24,-781
641,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
640,24,-781
