-579,1,-749
-579,1,-749
-579,1,-749
-579,1,-749
-579,1,-749
-579,1,-749
-579,1,-749
-578,1,-748
-580,5,-750
-572,1,-771
-572,1,-792
-561,12,-812
-532,15,-825
-509,22,-840
-486,12,-864
-463,21,-871
-458,21,-874
-431,25,-888
-397,51,-911
-369,51,-936
-350,52,-949
-308,52,-959
-271,52,-974
-271,52,-974
-262,52,-980
-262,52,-980
-244,52,-992
-209,52,-1015
-180,52,-1035
-149,52,-1056
-134,52,-1066
-134,52,-1066
-134,52,-1066
-134,52,-1066
-124,54,-1066
-86,54,-1084
-85,54,-1085
-77,54,-1088
-36,54,-1102
3,54,-1120
40,54,-1142
70,54,-1170
104,37,-1188
143,36,-1209
180,35,-1229
212,39,-1236
249,34,-1257
285,28,-1277
321,23,-1297
357,18,-1317
392,0,-1338
425,-11,-1354
467,2,-1377
500,7,-1398
536,9,-1417
570,9,-1442
606,10,-1465
645,10,-1482
683,10,-1495
697,10,-1499
726,18,-1502
759,7,-1515
796,5,-1538
828,5,-1557
866,12,-1577
899,5,-1592
937,5,-1592
967,3,-1612
997,8,-1633
1030,14,-1653
1058,16,-1680
1086,31,-1710
1114,74,-1735
1134,92,-1751
1169,40,-1775
1199,17,-1802
1221,17,-1836
1249,17,-1870
1280,17,-1895
1315,17,-1911
1319,17,-1913
1356,17,-1935
1393,21,-1956
1430,41,-1978
1460,66,-2004
1499,49,-2021
1515,41,-2009
1532,50,-2016
1562,52,-2011
1579,54,-2014
1595,54,-2021
1633,54,-2039
1671,60,-2060
1707,70,-2084
1738,71,-2095
1772,75,-2108
1804,73,-2117
1810,57,-2121
1810,57,-2121
1810,57,-2121
1810,57,-2121
1810,57,-2121
1810,57,-2121
1810,57,-2121
