-2966,-22,2429
-2970,-22,2423
-2970,-22,2423
-2973,-21,2421
-2978,-22,2423
-2980,-22,2420
-2982,-22,2415
-2985,-22,2418
-2987,-22,2419
-2982,-22,2414
-2990,-22,2419
-2995,-22,2420
-2994,-21,2418
-3005,-22,2419
-3009,-20,2437
-3468,13,-54
-3488,14,-69
-3484,14,-73
-3485,13,-75
-3463,12,-60
-3478,12,-52
-3487,16,-73
-3466,-4,-59
-3473,-11,-55
-3483,-2,-58
-3490,-6,-30
-3490,-6,-30
-3490,-6,-30
-3490,-6,-30
-3489,-6,-31
-3489,-6,-32
-3489,-6,-33
-3489,-6,-34
-3489,-6,-35
-3489,-9,-26
-3489,-11,-40
-3475,-11,-57
-3487,-12,-51
-3490,-11,-38
-3474,-2,-63
-3471,-2,-67
-3471,-2,-67
-3471,-2,-67
-3472,-3,-65
-3477,-3,-63
-3477,-3,-63
-3477,-3,-63
-3477,-3,-63
-3477,-3,-63
-3477,-3,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3480,-2,-63
-3473,8,-67
-3462,-4,-60
-3463,-2,-62
-3478,-3,-57
-3480,-3,-50
658,107,1913
610,107,1908
591,107,1848
-2354,37,-674
-2352,39,-672
-2345,37,-675
-2743,-6285,-391
-2743,-6285,-391
-2743,-6285,-391
-2743,-6285,-391
-2743,-6285,-391
-1635,-6321,120
-4045,-10290,974
-4045,-10290,974
