-5638,13,-11035
-5641,14,-11028
-5644,16,-11023
-5644,17,-11023
-5644,17,-11023
-5645,17,-11027
-5645,17,-11027
-5645,14,-11027
-5645,14,-11023
-5643,14,-11028
-5637,9,-11027
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5644,14,-11028
-5645,14,-11026
-5644,17,-11026
-5644,17,-11026
-5644,17,-11026
-5644,17,-11026
-5644,17,-11026
-5644,17,-11026
-5643,17,-11022
-5645,14,-11025
-5645,14,-11022
-5644,14,-11022
-5645,14,-11023
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11027
-5644,14,-11026
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
-5645,14,-11027
