1128,177,3095
1140,177,3095
1138,177,3097
1130,177,3098
1121,177,3098
1108,177,3099
1100,177,3098
1092,177,3098
1085,177,3098
1078,177,3098
1081,175,3097
1080,176,3101
1085,177,3101
1094,177,3101
1103,170,3099
1103,170,3099
1103,170,3099
1103,170,3099
1109,170,3099
1121,170,3099
1119,170,3096
1111,170,3095
1099,170,3096
1093,170,3096
1083,170,3096
1073,170,3096
1081,167,3095
1142,172,3094
1138,172,3098
1079,173,3100
1075,171,3098
1075,164,3098
1070,168,3097
1067,168,3093
1142,167,3095
1146,167,3096
1147,167,3095
1087,169,3095
1075,174,3095
1076,170,3094
1080,168,3095
1079,175,3099
1068,166,3093
1106,185,3094
1107,196,3090
1108,198,3083
1108,198,3096
1108,200,3104
1108,168,3094
1122,168,3097
1108,168,3097
679,6,2941
684,6,2926
685,6,2932
666,6,2941
666,6,2941
666,6,2941
679,6,2941
675,7,2945
685,6,2934
685,6,2934
685,6,2934
692,114,2925
680,13,2901
739,18,2877
825,19,2878
890,19,2904
891,23,2992
888,23,3042
893,14,3093
921,30,3093
927,32,3097
920,31,3102
915,21,3092
896,14,3097
891,22,3032
900,18,2879
1020,18,2878
1106,5,2877
1120,5,2881
1112,5,2876
1115,5,2875
1115,5,2875
1115,5,2875
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1108,202,3093
1138,182,3094
1138,181,3094
1150,169,3094
1151,169,3094
1151,169,3094
1147,171,3094
1147,173,3094
1123,167,3094
685,6,2933
1108,164,3093
1145,173,3095
1143,173,3093
1143,173,3093
1143,173,3093
1138,173,3097
1130,173,3105
1131,173,3106
1128,173,3107
1116,173,3120
1108,173,3114
685,6,2939
669,6,2933
669,6,2933
683,6,2939
685,6,2936
672,6,2934
671,6,2932
671,6,2932
665,6,2932
684,6,2933
684,6,2933
685,6,2937
685,6,2933
685,6,2937
1108,174,3129
1105,171,3126
1109,172,3125
1108,172,3127
1101,172,3121
1114,173,3123
1122,172,3115
1116,172,3118
1108,171,3128
1109,171,3128
1114,171,3121
1117,171,3117
1107,171,3128
1105,171,3124
1109,172,3122
1109,172,3122
1109,172,3122
1109,172,3122
1109,172,3122
1109,172,3122
1102,173,3114
1108,169,3126
1109,165,3124
1109,162,3121
1110,163,3121
1109,160,3118
1109,158,3116
1105,164,3095
1107,173,3127
1104,173,3125
1104,173,3125
1105,168,3118
1105,165,3118
1105,165,3118
1107,163,3131
1106,163,3121
1108,166,3118
1105,169,3119
1108,165,3097
1108,173,3130
1108,173,3129
1107,201,3095
1108,204,3095
1107,167,3094
1107,167,3094
1107,167,3094
1107,167,3094
1106,175,3128
1109,169,3123
1108,165,3095
684,6,2928
685,6,2936
670,6,2932
670,6,2932
669,6,2933
669,6,2933
673,6,2933
673,6,2933
673,6,2933
667,6,2933
673,6,2933
673,6,2933
673,6,2933
669,6,2933
669,6,2933
669,6,2933
669,6,2933
669,6,2933
669,6,2933
669,6,2933
668,6,2934
690,6,2931
690,6,2928
683,6,2937
671,6,2933
672,6,2932
670,6,2932
670,6,2933
685,6,2930
678,6,2942
673,6,2932
672,6,2932
671,6,2933
671,6,2933
671,6,2933
669,6,2932
669,6,2932
669,6,2932
669,6,2932
671,6,2932
670,6,2932
670,6,2932
670,6,2932
676,6,2939
1101,143,3091
1111,147,3096
1111,147,3096
1113,147,3097
1113,174,3097
1113,181,3097
1113,181,3097
1000,21,3086
1027,16,3084
1063,12,3091
1086,13,3090
1082,16,3089
1094,16,3090
1125,15,3096
1138,6,3114
1143,15,3120
1144,13,3117
1106,3,3101
1107,15,3093
1119,15,3091
1124,22,3055
1121,18,3047
1125,21,3051
1103,21,3040
682,6,2941
669,6,2933
669,6,2933
1099,144,3090
1100,150,3091
1116,148,3094
1106,148,3101
1097,145,3097
1105,145,3103
1114,146,3101
1116,146,3088
1105,146,3084
1096,146,3092
1105,149,3097
1112,149,3098
1111,149,3088
1103,149,3089
1100,147,3089
1110,147,3082
1119,147,3092
1111,147,3105
1099,147,3099
1098,149,3092
1103,149,3088
1108,149,3088
1110,146,3092
1113,144,3095
1113,144,3095
669,6,2933
1108,16,3087
20353,18012,-4778
